# n V_n V_n/n^2 (n+1)/(2n)
667 206243.418644870 0.463583992 0.500749625
668 206861.466207942 0.463582116 0.500748503
669 207480.438378701 0.463580246 0.500747384
670 208100.335156994 0.463578381 0.500746269
671 208721.156542674 0.463576521 0.500745156
672 209342.902535590 0.463574667 0.500744048
673 209965.573135598 0.463572819 0.500742942
674 210589.168342554 0.463570975 0.500741840
675 211213.688156316 0.463569137 0.500740741
676 211839.132576744 0.463567305 0.500739645
677 212465.501603699 0.463565477 0.500738552
678 213092.795237048 0.463563655 0.500737463
679 213721.013476655 0.463561838 0.500736377
680 214350.156322391 0.463560027 0.500735294
681 214980.223774126 0.463558220 0.500734214
682 215611.215831734 0.463556419 0.500733138
683 216243.132495088 0.463554623 0.500732064
684 216875.973764069 0.463552832 0.500730994
685 217509.739638556 0.463551046 0.500729927
686 218144.430118432 0.463549265 0.500728863
687 218780.045203581 0.463547490 0.500727802
688 219416.584893892 0.463545719 0.500726744
689 220054.049189253 0.463543954 0.500725689
690 220692.438089559 0.463542193 0.500724638
691 221331.751594703 0.463540437 0.500723589
692 221971.989704583 0.463538687 0.500722543
693 222613.152419099 0.463536941 0.500721501
694 223255.239738155 0.463535200 0.500720461
695 223898.251661656 0.463533464 0.500719424
696 224542.188189509 0.463531733 0.500718391
697 225187.049321626 0.463530007 0.500717360
698 225832.835057920 0.463528286 0.500716332
699 226479.545398308 0.463526570 0.500715308
700 227127.180342707 0.463524858 0.500714286
701 227775.739891041 0.463523151 0.500713267
702 228425.224043234 0.463521449 0.500712251
703 229075.632799213 0.463519751 0.500711238
704 229726.966158909 0.463518059 0.500710227
705 230379.224122254 0.463516371 0.500709220
706 231032.406689186 0.463514687 0.500708215
707 231686.513859643 0.463513009 0.500707214
708 232341.545633566 0.463511335 0.500706215
709 232997.502010902 0.463509665 0.500705219
710 233654.382991599 0.463508000 0.500704225
711 234312.188575606 0.463506340 0.500703235
712 234970.918762878 0.463504684 0.500702247
713 235630.573553373 0.463503033 0.500701262
714 236291.152947049 0.463501387 0.500700280
715 236952.656943871 0.463499745 0.500699301
716 237615.085543805 0.463498107 0.500698324
717 238278.438746820 0.463496474 0.500697350
718 238942.716552889 0.463494845 0.500696379
719 239607.918961987 0.463493221 0.500695410
720 240274.045974093 0.463491601 0.500694444
721 240941.097589189 0.463489986 0.500693481
722 241609.073807260 0.463488374 0.500692521
723 242277.974628295 0.463486768 0.500691563
724 242947.800052286 0.463485165 0.500690608
725 243618.550079226 0.463483567 0.500689655
726 244290.224709114 0.463481974 0.500688705
727 244962.823941952 0.463480384 0.500687758
728 245636.347777744 0.463478799 0.500686813
729 246310.796216497 0.463477218 0.500685871
730 246986.169258223 0.463475641 0.500684932
731 247662.466902936 0.463474069 0.500683995
732 248339.689150654 0.463472501 0.500683060
733 249017.836001398 0.463470937 0.500682128
734 249696.907455192 0.463469377 0.500681199
735 250376.903512063 0.463467821 0.500680272
736 251057.824172043 0.463466269 0.500679348
737 251739.669435165 0.463464722 0.500678426
738 252422.439301468 0.463463178 0.500677507
739 253106.133770992 0.463461639 0.500676590
740 253790.752843781 0.463460104 0.500675676
741 254476.296519883 0.463458573 0.500674764
742 255162.764799349 0.463457046 0.500673854
743 255850.157682233 0.463455522 0.500672948
744 256538.475168593 0.463454003 0.500672043
745 257227.717258490 0.463452488 0.500671141
746 257917.883951988 0.463450977 0.500670241
747 258608.975249155 0.463449470 0.500669344
748 259300.991150063 0.463447967 0.500668449
749 259993.931654784 0.463446467 0.500667557
750 260687.796763398 0.463444972 0.500666667
751 261382.586475986 0.463443481 0.500665779
752 262078.300792631 0.463441993 0.500664894
753 262774.939713423 0.463440509 0.500664011
754 263472.503238452 0.463439029 0.500663130
755 264170.991367813 0.463437553 0.500662252
756 264870.404101604 0.463436081 0.500661376
757 265570.741439925 0.463434613 0.500660502
758 266272.003382884 0.463433148 0.500659631
759 266974.189930586 0.463431687 0.500658762
760 267677.301083142 0.463430230 0.500657895
761 268381.336840669 0.463428777 0.500657030
762 269086.297203285 0.463427328 0.500656168
763 269792.182171109 0.463425882 0.500655308
764 270498.991744267 0.463424440 0.500654450
765 271206.725922887 0.463423001 0.500653595
766 271915.384707100 0.463421567 0.500652742
767 272624.968097041 0.463420136 0.500651890
768 273335.476092849 0.463418708 0.500651042
769 274046.908694662 0.463417284 0.500650195
770 274759.265902627 0.463415864 0.500649351
771 275472.547716890 0.463414448 0.500648508
772 276186.754137604 0.463413035 0.500647668
773 276901.885164921 0.463411625 0.500646831
774 277617.940798999 0.463410220 0.500645995
775 278334.921040000 0.463408818 0.500645161
776 279052.825888086 0.463407419 0.500644330
777 279771.655343425 0.463406024 0.500643501
778 280491.409406187 0.463404632 0.500642674
779 281212.088076545 0.463403244 0.500641849
780 281933.691354676 0.463401860 0.500641026
781 282656.219240759 0.463400478 0.500640205
782 283379.671734978 0.463399101 0.500639386
783 284104.048837519 0.463397727 0.500638570
784 284829.350548569 0.463396356 0.500637755
785 285555.576868322 0.463394989 0.500636943
786 286282.727796973 0.463393625 0.500636132
787 287010.803334720 0.463392264 0.500635324
788 287739.803481764 0.463390907 0.500634518
789 288469.728238310 0.463389554 0.500633714
790 289200.577604566 0.463388203 0.500632911
791 289932.351580740 0.463386856 0.500632111
792 290665.050167048 0.463385513 0.500631313
793 291398.673363706 0.463384172 0.500630517
794 292133.221170931 0.463382835 0.500629723
795 292868.693588948 0.463381502 0.500628931
796 293605.090617981 0.463380171 0.500628141
797 294342.412258257 0.463378844 0.500627353
798 295080.658510009 0.463377520 0.500626566
799 295819.829373471 0.463376200 0.500625782
800 296559.924848877 0.463374883 0.500625000
801 297300.944936469 0.463373569 0.500624220
802 298042.889636488 0.463372258 0.500623441
803 298785.758949180 0.463370950 0.500622665
804 299529.552874791 0.463369646 0.500621891
805 300274.271413573 0.463368344 0.500621118
806 301019.914565780 0.463367046 0.500620347
807 301766.482331667 0.463365752 0.500619579
808 302513.974711493 0.463364460 0.500618812
809 303262.391705519 0.463363171 0.500618047
810 304011.733314010 0.463361886 0.500617284
811 304761.999537232 0.463360604 0.500616523
812 305513.190375453 0.463359324 0.500615764
813 306265.305828947 0.463358048 0.500615006
814 307018.345897988 0.463356775 0.500614251
815 307772.310582851 0.463355505 0.500613497
816 308527.199883818 0.463354239 0.500612745
817 309283.013801168 0.463352975 0.500611995
818 310039.752335189 0.463351714 0.500611247
819 310797.415486165 0.463350456 0.500610501
820 311556.003254386 0.463349202 0.500609756
821 312315.515640145 0.463347950 0.500609013
822 313075.952643733 0.463346701 0.500608273
823 313837.314265450 0.463345456 0.500607533
824 314599.600505591 0.463344213 0.500606796
825 315362.811364461 0.463342974 0.500606061
826 316126.946842360 0.463341737 0.500605327
827 316892.006939595 0.463340503 0.500604595
828 317657.991656473 0.463339272 0.500603865
829 318424.900993305 0.463338044 0.500603136
830 319192.734950402 0.463336819 0.500602410
831 319961.493528080 0.463335597 0.500601685
832 320731.176726653 0.463334378 0.500600962
833 321501.784546441 0.463333162 0.500600240
834 322273.316987765 0.463331949 0.500599520
835 323045.774050947 0.463330738 0.500598802
836 323819.155736311 0.463329531 0.500598086
837 324593.462044185 0.463328326 0.500597372
838 325368.692974897 0.463327124 0.500596659
839 326144.848528777 0.463325925 0.500595948
840 326921.928706159 0.463324729 0.500595238
841 327699.933507377 0.463323535 0.500594530
842 328478.862932765 0.463322345 0.500593824
843 329258.716982665 0.463321157 0.500593120
844 330039.495657415 0.463319972 0.500592417
845 330821.198957356 0.463318790 0.500591716
846 331603.826882832 0.463317610 0.500591017
847 332387.379434190 0.463316434 0.500590319
848 333171.856611774 0.463315260 0.500589623
849 333957.258415935 0.463314089 0.500588928
850 334743.584847022 0.463312920 0.500588235
851 335530.835905387 0.463311754 0.500587544
852 336319.011591385 0.463310591 0.500586854
853 337108.111905370 0.463309431 0.500586166
854 337898.136847698 0.463308274 0.500585480
855 338689.086418728 0.463307119 0.500584795
856 339480.960618820 0.463305966 0.500584112
857 340273.759448335 0.463304817 0.500583431
858 341067.482907635 0.463303670 0.500582751
859 341862.130997084 0.463302526 0.500582072
860 342657.703717049 0.463301384 0.500581395
861 343454.201067894 0.463300245 0.500580720
862 344251.623049989 0.463299109 0.500580046
863 345049.969663703 0.463297975 0.500579374
864 345849.240909407 0.463296844 0.500578704
865 346649.436787472 0.463295716 0.500578035
866 347450.557298272 0.463294590 0.500577367
867 348252.602442181 0.463293466 0.500576701
868 349055.572219575 0.463292346 0.500576037
869 349859.466630829 0.463291227 0.500575374
870 350664.285676322 0.463290112 0.500574713
871 351470.029356433 0.463288999 0.500574053
872 352276.697671541 0.463287888 0.500573394
873 353084.290622028 0.463286780 0.500572738
874 353892.808208275 0.463285675 0.500572082
875 354702.250430666 0.463284572 0.500571429
876 355512.617289584 0.463283472 0.500570776
877 356323.908785413 0.463282374 0.500570125
878 357136.124918540 0.463281278 0.500569476
879 357949.265689350 0.463280185 0.500568828
880 358763.331098232 0.463279095 0.500568182
881 359578.321145574 0.463278007 0.500567537
882 360394.235831763 0.463276921 0.500566893
883 361211.075157191 0.463275838 0.500566251
884 362028.839122246 0.463274758 0.500565611
885 362847.527727322 0.463273680 0.500564972
886 363667.140972809 0.463272604 0.500564334
887 364487.678859100 0.463271531 0.500563698
888 365309.141386587 0.463270460 0.500563063
889 366131.528555665 0.463269391 0.500562430
890 366954.840366727 0.463268325 0.500561798
891 367779.076820169 0.463267261 0.500561167
892 368604.237916386 0.463266200 0.500560538
893 369430.323655773 0.463265141 0.500559910
894 370257.334038727 0.463264085 0.500559284
895 371085.269065643 0.463263031 0.500558659
896 371914.128736920 0.463261979 0.500558036
897 372743.913052955 0.463260929 0.500557414
898 373574.622014145 0.463259882 0.500556793
899 374406.255620888 0.463258837 0.500556174
900 375238.813873584 0.463257795 0.500555556
901 376072.296772630 0.463256755 0.500554939
902 376906.704318424 0.463255717 0.500554324
903 377742.036511370 0.463254681 0.500553710
904 378578.293351861 0.463253648 0.500553097
905 379415.474840301 0.463252617 0.500552486
906 380253.580977086 0.463251589 0.500551876
907 381092.611762620 0.463250562 0.500551268
908 381932.567197300 0.463249538 0.500550661
909 382773.447281526 0.463248516 0.500550055
910 383615.252015699 0.463247497 0.500549451
911 384457.981400219 0.463246479 0.500548847
912 385301.635435485 0.463245464 0.500548246
913 386146.214121897 0.463244451 0.500547645
914 386991.717459856 0.463243441 0.500547046
915 387838.145449761 0.463242432 0.500546448
916 388685.498092012 0.463241426 0.500545852
917 389533.775387008 0.463240422 0.500545256
918 390382.977335148 0.463239420 0.500544662
919 391233.103936833 0.463238421 0.500544070
920 392084.155192459 0.463237423 0.500543478
921 392936.131102428 0.463236428 0.500542888
922 393789.031667138 0.463235435 0.500542299
923 394642.856886985 0.463234444 0.500541712
924 395497.606762369 0.463233456 0.500541126
925 396353.281293687 0.463232469 0.500540541
926 397209.880481335 0.463231485 0.500539957
927 398067.404325712 0.463230502 0.500539374
928 398925.852827214 0.463229522 0.500538793
929 399785.225986236 0.463228544 0.500538213
930 400645.523803175 0.463227568 0.500537634
931 401506.746278425 0.463226595 0.500537057
932 402368.893412380 0.463225623 0.500536481
933 403231.965205436 0.463224653 0.500535906
934 404095.961657985 0.463223686 0.500535332
935 404960.882770422 0.463222720 0.500534759
936 405826.728543137 0.463221757 0.500534188
937 406693.498976524 0.463220796 0.500533618
938 407561.194070974 0.463219837 0.500533049
939 408429.813826877 0.463218880 0.500532481
940 409299.358244622 0.463217925 0.500531915
941 410169.827324599 0.463216972 0.500531350
942 411041.221067198 0.463216021 0.500530786
943 411913.539472805 0.463215072 0.500530223
944 412786.782541807 0.463214125 0.500529661
945 413660.950274592 0.463213180 0.500529101
946 414536.042671543 0.463212237 0.500528541
947 415412.059733047 0.463211297 0.500527983
948 416289.001459486 0.463210358 0.500527426
949 417166.867851245 0.463209421 0.500526870
950 418045.658908703 0.463208486 0.500526316
951 418925.374632244 0.463207554 0.500525762
952 419806.015022248 0.463206623 0.500525210
953 420687.580079092 0.463205694 0.500524659
954 421570.069803158 0.463204767 0.500524109
955 422453.484194819 0.463203842 0.500523560
956 423337.823254454 0.463202919 0.500523013
957 424223.086982439 0.463201998 0.500522466
958 425109.275379147 0.463201079 0.500521921
959 425996.388444951 0.463200162 0.500521376
960 426884.426180225 0.463199247 0.500520833
961 427773.388585338 0.463198334 0.500520291
962 428663.275660661 0.463197423 0.500519751
963 429554.087406562 0.463196513 0.500519211
964 430445.823823411 0.463195606 0.500518672
965 431338.484911572 0.463194700 0.500518135
966 432232.070671412 0.463193797 0.500517598
967 433126.581103293 0.463192895 0.500517063
968 434022.016207581 0.463191995 0.500516529
969 434918.375984635 0.463191097 0.500515996
970 435815.660434817 0.463190201 0.500515464
971 436713.869558485 0.463189307 0.500514933
972 437613.003355997 0.463188415 0.500514403
973 438513.061827711 0.463187524 0.500513875
974 439414.044973981 0.463186636 0.500513347
975 440315.952795161 0.463185749 0.500512821
976 441218.785291603 0.463184864 0.500512295
977 442122.542463659 0.463183981 0.500511771
978 443027.224311679 0.463183100 0.500511247
979 443932.830836010 0.463182221 0.500510725
980 444839.362037000 0.463181343 0.500510204
981 445746.817914994 0.463180468 0.500509684
982 446655.198470336 0.463179594 0.500509165
983 447564.503703369 0.463178722 0.500508647
984 448474.733614434 0.463177851 0.500508130
985 449385.888203870 0.463176983 0.500507614
986 450297.967472014 0.463176116 0.500507099
987 451210.971419206 0.463175251 0.500506586
988 452124.900045778 0.463174388 0.500506073
989 453039.753352064 0.463173527 0.500505561
990 453955.531338396 0.463172667 0.500505051
991 454872.234005105 0.463171810 0.500504541
992 455789.861352519 0.463170954 0.500504032
993 456708.413380963 0.463170099 0.500503525
994 457627.890090766 0.463169247 0.500503018
995 458548.291482250 0.463168396 0.500502513
996 459469.617555736 0.463167547 0.500502008
997 460391.868311546 0.463166700 0.500501505
998 461315.043749999 0.463165855 0.500501002
999 462239.143871411 0.463165011 0.500500501
1000 463164.168676097 0.463164169 0.500500000
1001 464090.118164372 0.463163328 0.500499500
1002 465016.992336547 0.463162490 0.500499002
1003 465944.791192930 0.463161653 0.500498504
1004 466873.514733833 0.463160818 0.500498008
1005 467803.162959562 0.463159984 0.500497512
1006 468733.735870419 0.463159152 0.500497018
1007 469665.233466711 0.463158322 0.500496524
1008 470597.655748735 0.463157494 0.500496032
1009 471531.002716794 0.463156667 0.500495540
1010 472465.274371183 0.463155842 0.500495050
1011 473400.470712199 0.463155019 0.500494560
1012 474336.591740134 0.463154197 0.500494071
1013 475273.637455284 0.463153377 0.500493583
1014 476211.607857935 0.463152558 0.500493097
1015 477150.502948376 0.463151742 0.500492611
1016 478090.322726895 0.463150926 0.500492126
1017 479031.067193775 0.463150113 0.500491642
1018 479972.736349298 0.463149301 0.500491159
1019 480915.330193747 0.463148491 0.500490677
1020 481858.848727398 0.463147682 0.500490196
1021 482803.291950531 0.463146875 0.500489716
1022 483748.659863417 0.463146070 0.500489237
1023 484694.952466329 0.463145266 0.500488759
1024 485642.169759541 0.463144464 0.500488281
1025 486590.311743319 0.463143664 0.500487805
1026 487539.378417931 0.463142865 0.500487329
1027 488489.369783642 0.463142068 0.500486855
1028 489440.285840713 0.463141272 0.500486381
1029 490392.126589407 0.463140478 0.500485909
1030 491344.892029982 0.463139685 0.500485437
1031 492298.582162694 0.463138894 0.500484966
1032 493253.196987799 0.463138105 0.500484496
1033 494208.736505549 0.463137317 0.500484027
1034 495165.200716194 0.463136531 0.500483559
1035 496122.589619983 0.463135746 0.500483092
1036 497080.903217163 0.463134963 0.500482625
1037 498040.141507977 0.463134181 0.500482160
1038 499000.304492669 0.463133401 0.500481696
1039 499961.392171477 0.463132623 0.500481232
1040 500923.404544641 0.463131846 0.500480769
1041 501886.341612396 0.463131071 0.500480307
1042 502850.203374977 0.463130297 0.500479846
1043 503814.989832613 0.463129524 0.500479386
1044 504780.700985537 0.463128753 0.500478927
1045 505747.336833974 0.463127984 0.500478469
1046 506714.897378151 0.463127216 0.500478011
1047 507683.382618290 0.463126450 0.500477555
1048 508652.792554612 0.463125685 0.500477099
1049 509623.127187337 0.463124922 0.500476644
1050 510594.386516680 0.463124160 0.500476190
1051 511566.570542856 0.463123400 0.500475737
1052 512539.679266078 0.463122641 0.500475285
1053 513513.712686556 0.463121884 0.500474834
1054 514488.670804498 0.463121128 0.500474383
1055 515464.553620110 0.463120373 0.500473934
1056 516441.361133595 0.463119621 0.500473485
1057 517419.093345155 0.463118869 0.500473037
1058 518397.750254989 0.463118119 0.500472590
1059 519377.331863293 0.463117371 0.500472144
1060 520357.838170262 0.463116624 0.500471698
1061 521339.269176090 0.463115878 0.500471254
1062 522321.624880967 0.463115134 0.500470810
1063 523304.905285079 0.463114391 0.500470367
1064 524289.110388614 0.463113650 0.500469925
1065 525274.240191756 0.463112910 0.500469484
1066 526260.294694684 0.463112171 0.500469043
1067 527247.273897580 0.463111434 0.500468604
1068 528235.177800618 0.463110699 0.500468165
1069 529224.006403974 0.463109965 0.500467727
1070 530213.759707822 0.463109232 0.500467290
1071 531204.437712329 0.463108501 0.500466853
1072 532196.040417667 0.463107771 0.500466418
1073 533188.567823997 0.463107042 0.500465983
1074 534182.019931485 0.463106315 0.500465549
1075 535176.396740292 0.463105589 0.500465116
1076 536171.698250576 0.463104865 0.500464684
1077 537167.924462496 0.463104142 0.500464253
1078 538165.075376203 0.463103421 0.500463822
1079 539163.150991851 0.463102700 0.500463392
1080 540162.151309589 0.463101982 0.500462963
1081 541162.076329566 0.463101264 0.500462535
1082 542162.926051925 0.463100548 0.500462107
1083 543164.700476810 0.463099833 0.500461681
1084 544167.399604362 0.463099120 0.500461255
1085 545171.023434718 0.463098408 0.500460829
1086 546175.571968016 0.463097697 0.500460405
1087 547181.045204389 0.463096988 0.500459982
1088 548187.443143968 0.463096280 0.500459559
1089 549194.765786881 0.463095574 0.500459137
1090 550203.013133260 0.463094868 0.500458716
1091 551212.185183223 0.463094164 0.500458295
1092 552222.281936898 0.463093462 0.500457875
1093 553233.303394401 0.463092761 0.500457457
1094 554245.249555852 0.463092061 0.500457038
1095 555258.120421366 0.463091362 0.500456621
1096 556271.915991055 0.463090665 0.500456204
1097 557286.636265032 0.463089969 0.500455789
1098 558302.281243405 0.463089274 0.500455373
1099 559318.850926279 0.463088581 0.500454959
1100 560336.345313761 0.463087889 0.500454545
1101 561354.764405948 0.463087198 0.500454133
1102 562374.108202944 0.463086508 0.500453721
1103 563394.376704844 0.463085820 0.500453309
1104 564415.569911742 0.463085133 0.500452899
1105 565437.687823734 0.463084448 0.500452489
1106 566460.730440909 0.463083763 0.500452080
1107 567484.697763352 0.463083080 0.500451671
1108 568509.589791151 0.463082399 0.500451264
1109 569535.406524391 0.463081718 0.500450857
1110 570562.147963150 0.463081039 0.500450450
1111 571589.814107510 0.463080361 0.500450045
1112 572618.404957545 0.463079684 0.500449640
1113 573647.920513331 0.463079009 0.500449236
1114 574678.360774939 0.463078334 0.500448833
1115 575709.725742440 0.463077662 0.500448430
1116 576742.015415900 0.463076990 0.500448029
1117 577775.229795385 0.463076319 0.500447628
1118 578809.368880957 0.463075650 0.500447227
1119 579844.432672680 0.463074982 0.500446828
1120 580880.421170609 0.463074315 0.500446429
1121 581917.334374803 0.463073650 0.500446030
1122 582955.172285311 0.463072986 0.500445633
1123 583993.934902189 0.463072322 0.500445236
1124 585033.622225486 0.463071661 0.500444840
1125 586074.234255247 0.463071000 0.500444444
1126 587115.770991519 0.463070340 0.500444050
1127 588158.232434343 0.463069682 0.500443656
1128 589201.618583761 0.463069025 0.500443262
1129 590245.929439810 0.463068369 0.500442870
1130 591291.165002526 0.463067715 0.500442478
1131 592337.325271942 0.463067061 0.500442087
1132 593384.410248092 0.463066409 0.500441696
1133 594432.419931003 0.463065758 0.500441306
1134 595481.354320701 0.463065108 0.500440917
1135 596531.213417213 0.463064460 0.500440529
1136 597581.997220562 0.463063812 0.500440141
1137 598633.705730763 0.463063166 0.500439754
1138 599686.338947843 0.463062521 0.500439367
1139 600739.896871809 0.463061877 0.500438982
1140 601794.379502680 0.463061234 0.500438596
1141 602849.786840466 0.463060592 0.500438212
1142 603906.118885176 0.463059952 0.500437828
1143 604963.375636818 0.463059312 0.500437445
1144 606021.557095394 0.463058674 0.500437063
1145 607080.663260910 0.463058037 0.500436681
1146 608140.694133364 0.463057401 0.500436300
1147 609201.649712757 0.463056767 0.500435920
1148 610263.529999083 0.463056133 0.500435540
1149 611326.334992336 0.463055501 0.500435161
1150 612390.064692509 0.463054869 0.500434783
1151 613454.719099592 0.463054239 0.500434405
1152 614520.298213570 0.463053610 0.500434028
1153 615586.802034429 0.463052982 0.500433651
1154 616654.230562153 0.463052355 0.500433276
1155 617722.583796724 0.463051730 0.500432900
1156 618791.861738118 0.463051105 0.500432526
1157 619862.064386314 0.463050482 0.500432152
1158 620933.191741285 0.463049859 0.500431779
1159 622005.243803005 0.463049238 0.500431406
1160 623078.220571445 0.463048618 0.500431034
1161 624152.122046570 0.463047999 0.500430663
1162 625226.948228348 0.463047381 0.500430293
1163 626302.699116744 0.463046764 0.500429923
1164 627379.374711719 0.463046149 0.500429553
1165 628456.975013231 0.463045534 0.500429185
1166 629535.500021238 0.463044921 0.500428816
1167 630614.949735700 0.463044308 0.500428449
1168 631695.324156566 0.463043697 0.500428082
1169 632776.623283788 0.463043086 0.500427716
1170 633858.847117318 0.463042477 0.500427350
1171 634941.995657101 0.463041869 0.500426985
1172 636026.068903083 0.463041262 0.500426621
1173 637111.066855205 0.463040656 0.500426257
1174 638196.989513411 0.463040051 0.500425894
1175 639283.836877638 0.463039447 0.500425532
1176 640371.608947826 0.463038844 0.500425170
1177 641460.305723908 0.463038243 0.500424809
1178 642549.927205818 0.463037642 0.500424448
1179 643640.473393484 0.463037042 0.500424088
1180 644731.944286836 0.463036444 0.500423729
1181 645824.339885803 0.463035846 0.500423370
1182 646917.660190313 0.463035250 0.500423012
1183 648011.905200281 0.463034654 0.500422654
1184 649107.074915632 0.463034060 0.500422297
1185 650203.169336286 0.463033466 0.500421941
1186 651300.188462157 0.463032874 0.500421585
1187 652398.132293165 0.463032283 0.500421230
1188 653497.000829217 0.463031692 0.500420875
1189 654596.794070230 0.463031103 0.500420521
1190 655697.512016107 0.463030515 0.500420168
1191 656799.154666760 0.463029928 0.500419815
1192 657901.722022091 0.463029341 0.500419463
1193 659005.214082008 0.463028756 0.500419111
1194 660109.630846406 0.463028172 0.500418760
1195 661214.972315190 0.463027589 0.500418410
1196 662321.238488253 0.463027006 0.500418060
1197 663428.429365495 0.463026425 0.500417711
1198 664536.544946807 0.463025845 0.500417362
1199 665645.585232081 0.463025266 0.500417014
1200 666755.550221208 0.463024688 0.500416667
1201 667866.439914076 0.463024110 0.500416320
1202 668978.254310569 0.463023534 0.500415973
1203 670090.993410575 0.463022959 0.500415628
1204 671204.657213972 0.463022385 0.500415282
1205 672319.245720646 0.463021811 0.500414938
1206 673434.758930472 0.463021239 0.500414594
1207 674551.196843326 0.463020668 0.500414250
1208 675668.559459089 0.463020097 0.500413907
1209 676786.846777625 0.463019528 0.500413565
1210 677906.058798813 0.463018960 0.500413223
1211 679026.195522521 0.463018392 0.500412882
1212 680147.256948616 0.463017826 0.500412541
1213 681269.243076961 0.463017260 0.500412201
1214 682392.153907427 0.463016696 0.500411862
1215 683515.989439868 0.463016132 0.500411523
1216 684640.749674155 0.463015569 0.500411184
1217 685766.434610137 0.463015008 0.500410846
1218 686893.044247678 0.463014447 0.500410509
1219 688020.578586629 0.463013887 0.500410172
1220 689149.037626845 0.463013328 0.500409836
1221 690278.421368180 0.463012770 0.500409500
1222 691408.729810479 0.463012213 0.500409165
1223 692539.962953597 0.463011657 0.500408831
1224 693672.120797377 0.463011102 0.500408497
1225 694805.203341664 0.463010548 0.500408163
1226 695939.210586301 0.463009995 0.500407830
1227 697074.142531130 0.463009442 0.500407498
1228 698209.999175990 0.463008891 0.500407166
1229 699346.780520723 0.463008340 0.500406835
1230 700484.486565160 0.463007791 0.500406504
1231 701623.117309142 0.463007242 0.500406174
1232 702762.672752498 0.463006694 0.500405844
1233 703903.152895059 0.463006147 0.500405515
1234 705044.557736655 0.463005602 0.500405186
1235 706186.887277119 0.463005056 0.500404858
1236 707330.141516272 0.463004512 0.500404531
1237 708474.320453941 0.463003969 0.500404204
1238 709619.424089950 0.463003427 0.500403877
1239 710765.452424119 0.463002885 0.500403551
1240 711912.405456271 0.463002345 0.500403226
1241 713060.283186223 0.463001805 0.500402901
1242 714209.085613790 0.463001266 0.500402576
1243 715358.812738792 0.463000729 0.500402253
1244 716509.464561039 0.463000192 0.500401929
1245 717661.041080344 0.462999656 0.500401606
1246 718813.542296519 0.462999120 0.500401284
1247 719966.968209372 0.462998586 0.500400962
1248 721121.318818711 0.462998053 0.500400641
1249 722276.594124341 0.462997520 0.500400320
1250 723432.794126069 0.462996988 0.500400000
1251 724589.918823695 0.462996457 0.500399680
1252 725747.968217023 0.462995927 0.500399361
1253 726906.942305855 0.462995398 0.500399042
1254 728066.841089983 0.462994870 0.500398724
1255 729227.664569209 0.462994343 0.500398406
1256 730389.412743327 0.462993816 0.500398089
1257 731552.085612133 0.462993290 0.500397772
1258 732715.683175417 0.462992766 0.500397456
1259 733880.205432971 0.462992242 0.500397141
1260 735045.652384587 0.462991719 0.500396825
1261 736212.024030050 0.462991196 0.500396511
1262 737379.320369148 0.462990675 0.500396197
1263 738547.541401667 0.462990154 0.500395883
1264 739716.687127390 0.462989635 0.500395570
1265 740886.757546100 0.462989116 0.500395257
1266 742057.752657581 0.462988598 0.500394945
1267 743229.672461608 0.462988080 0.500394633
1268 744402.516957963 0.462987564 0.500394322
1269 745576.286146421 0.462987048 0.500394011
1270 746750.980026759 0.462986534 0.500393701
1271 747926.598598751 0.462986020 0.500393391
1272 749103.141862170 0.462985507 0.500393082
1273 750280.609816786 0.462984994 0.500392773
1274 751459.002462372 0.462984483 0.500392465
1275 752638.319798696 0.462983972 0.500392157
1276 753818.561825524 0.462983462 0.500391850
1277 754999.728542623 0.462982953 0.500391543
1278 756181.819949760 0.462982445 0.500391236
1279 757364.836046698 0.462981938 0.500390930
1280 758548.776833197 0.462981431 0.500390625
1281 759733.642309022 0.462980925 0.500390320
1282 760919.432473928 0.462980420 0.500390016
1283 762106.147327676 0.462979916 0.500389712
1284 763293.786870025 0.462979413 0.500389408
1285 764482.351100730 0.462978910 0.500389105
1286 765671.840019546 0.462978408 0.500388802
1287 766862.253626224 0.462977907 0.500388500
1288 768053.591920519 0.462977407 0.500388199
1289 769245.854902182 0.462976908 0.500387898
1290 770439.042570962 0.462976409 0.500387597
1291 771633.154926607 0.462975911 0.500387297
1292 772828.191968866 0.462975414 0.500386997
1293 774024.153697486 0.462974918 0.500386698
1294 775221.040112211 0.462974422 0.500386399
1295 776418.851212785 0.462973928 0.500386100
1296 777617.586998951 0.462973434 0.500385802
1297 778817.247470449 0.462972941 0.500385505
1298 780017.832627022 0.462972448 0.500385208
1299 781219.342468407 0.462971957 0.500384911
1300 782421.776994344 0.462971466 0.500384615
1301 783625.136204568 0.462970976 0.500384320
1302 784829.420098817 0.462970486 0.500384025
1303 786034.628676827 0.462969998 0.500383730
1304 787240.761938328 0.462969510 0.500383436
1305 788447.819883054 0.462969023 0.500383142
1306 789655.802510739 0.462968536 0.500382848
1307 790864.709821110 0.462968051 0.500382555
1308 792074.541813898 0.462967566 0.500382263
1309 793285.298488832 0.462967082 0.500381971
1310 794496.979845639 0.462966599 0.500381679
1311 795709.585884041 0.462966116 0.500381388
1312 796923.116603768 0.462965634 0.500381098
1313 798137.572004545 0.462965153 0.500380807
1314 799352.952086090 0.462964673 0.500380518
1315 800569.256848127 0.462964193 0.500380228
1316 801786.486290379 0.462963714 0.500379939
